drugbank_id,drug_name,normalized_name,drug_type,groups,is_approved,is_investigational,synonyms,target_genes,target_gene_count,drugbank_smiles,has_lincs_match,lincs_pert_id,lincs_pert_iname,lincs_signature_count,lincs_cell_count,lincs_canonical_smiles,canonical_smiles,target_overlap_genes,target_overlap_count,target_overlap_weight,target_overlap_norm,lincs_support_norm,target_overlap_count_norm,target_overlap_density,target_overlap_density_norm,specific_overlap_norm,approval_bonus,smiles_bonus,fibrosis_priority_overlap_count,fibrosis_priority_overlap_norm,broad_target_penalty,mineral_keyword_penalty,inorganic_like_penalty,broad_chemistry_penalty,pseudo_label_score,pseudo_label_rank,disease_gene_panel_size,disease_gene_panel_top10,label_source,study_objective,pred_accessioncv,pred_randomcv,consensus_model_score,consensus_model_rank,consensus_model_norm,pseudo_label_norm,translation_readiness_score,final_rerank_score,final_rerank_rank,support_note
DB12200,Tivantinib,tivantinib,small molecule,investigational,0,1,Tivantinib,MET,1,O=C1NC(=O)[C@H]([C@@H]1C1=CNC2=CC=CC=C12)C1=CN2CCCC3=C2C1=CC=C3,1,BRD-K33379087,tivantinib,48,6,O=C1NC(=O)[C@H]([C@@H]1c1c[nH]c2ccccc12)c1cn2CCCc3cccc1c23,O=C1NC(=O)[C@H]([C@@H]1C1=CNC2=CC=CC=C12)C1=CN2CCCC3=C2C1=CC=C3,MET,1,3.8761867991902865,0.03318714248685779,0.5414018978558516,0.22106472945750374,1.0,1.0,0.22106472945750374,0.0,1.0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.2668797256102185,178,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.271833912821979,0.271833912821979,0.271833912821979,140,0.6145913372778855,0.46479881619929037,0.20249332546267107,0.45942953068855635,98,"investigational, LINCS, fibrosis_targets=1"
DB00481,Raloxifene,raloxifene,small molecule,approved|investigational,1,1,(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone|Raloxifene|Raloxifène|Raloxifeno|Raloxifenum,ESR1|ESR2|SERPINB9|TFF1,4,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,1,BRD-K63828191,raloxifene,230,13,Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,,0,0.0,0.0,0.7571097973951317,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.26356646960926977,194,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.26363112780983766,0.26363112780983766,0.26363112780983766,185,0.6036202387915818,0.45902843606462496,0.6014219594790264,0.45896476246907086,99,"approved, LINCS"
DB00285,Venlafaxine,venlafaxine,small molecule,approved|investigational,1,1,Venlafaxina|Venlafaxine|Venlafaxinum,SLC6A2|SLC6A3|SLC6A4,3,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,1,BRD-A51714012,venlafaxine,38,13,COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,SLC6A4,1,2.006037010084034,0.017175290959010565,0.5096482047460964,0.22106472945750374,0.3333333333333333,0.3333333333333333,0.07368824315250125,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.27863841150079294,116,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.2778819479420116,0.2778819479420116,0.2778819479420116,116,0.6226804910046122,0.4852777913987052,0.59614258684072,0.4581458116290708,100,"approved, LINCS"
DB04844,Tetrabenazine,tetrabenazine,small molecule,approved,1,0,"1,2,4,6,7,11b-hexahydro-3-isobutyl-9,10-dimethoxy-2H-benzo[a]quinolizin-2-one|2-oxo-3-isobutyl-9,10-dimethoxy-1,2,3,4,6,7-hexahydro-11bH-benzo[a]quinolizine|2-oxo-3-isobutyl-9,10-dimethoxy-1,3,4,6,7,11b-hexahydro-2H-benzoquinolizine|Tetrabenazina|Tetrabenazine|Tetrabenazinum",DRD2|SLC18A2,2,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1,1,BRD-K95739795,tetrabenazine,21,11,COc1cc2CCN3C[C@H](CC(C)C)C(=O)C[C@H]3c2cc1OC,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1,SLC18A2,1,5.740284310537544,0.04914717561307387,0.43000347457297483,0.22106472945750374,0.5,0.5,0.11053236472875187,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.28205349745359065,107,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.27974328137277193,0.27974328137277193,0.27974328137277193,110,0.6251699957709197,0.4912255189919114,0.5802136408060957,0.45789330427336045,101,"approved, LINCS"
DB00469,Tenoxicam,tenoxicam,small molecule,approved,1,0,Ténoxicam|Tenoxicam|Tenoxicamum,PTGS1|PTGS2,2,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O,1,BRD-A22844106,tenoxicam,23,13,CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O,PTGS2,1,3.9439285358482863,0.03376713379874345,0.4421078681545865,0.22106472945750374,0.5,0.5,0.11053236472875187,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.2800241460372498,111,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.2787545126014672,0.2787545126014672,0.2787545126014672,112,0.6238475327837624,0.4876911923066944,0.5826345195224181,0.45786789309961523,102,"approved, LINCS"
DB00821,Carprofen,carprofen,small molecule,approved|vet_approved|withdrawn,1,0,(+/-)-2-(3-chloro-9H-carbazol-7-yl)propanoic acid|(±)-6-chloro-α-methylcarbazole-2-acetic acid|2-(6-Chloro-9H-carbazol-2-yl)-propionic acid|6-chloro-α-methyl-9H-carbazole-2-acetic acid|Carprofen|Carprofène|Carprofeno|Carprofenum,PTGS1|PTGS2,2,CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,1,BRD-A17411484,carprofen,23,13,CC(C(O)=O)c1ccc2c(c1)[nH]c1ccc(Cl)cc21,CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,PTGS2,1,3.9439285358482863,0.03376713379874345,0.4421078681545865,0.22106472945750374,0.5,0.5,0.11053236472875187,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.2800241460372498,112,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.2787545126014672,0.2787545126014672,0.2787545126014672,113,0.6238475327837624,0.4876911923066944,0.5826345195224181,0.45786789309961523,103,"approved, LINCS"
DB04821,Nomifensine,nomifensine,small molecule,approved|withdrawn,1,0,"(+-)-nomifensin|(+-)-nomifensine|2-Methyl-4-phenyl-1,2,3,4-tetrahydro-isoquinolin-8-ylamine|8-Amino-2-methyl-4-phenyl-1,2,3,4-tetrahydroisoquinoline|D,L-nomifensine|Nomifensin|Nomifensina|Nomifensine|Nomifensinum",DRD2|MAOA|MAOB|MPO|SLC18A2|SLC6A2|SLC6A3|SLC6A4,8,CN1CC(C2=CC=CC=C2)C2=C(C1)C(N)=CC=C2,1,BRD-A29644307,nomifensine,14,8,CN1CC(c2ccccc2)c2cccc(N)c2C1,CN1CC(C2=CC=CC=C2)C2=C(C1)C(N)=CC=C2,SLC18A2|SLC6A4,2,7.746321320621578,0.06632246657208443,0.3767243618821327,0.350379306422211,0.25,0.25,0.08759482660555275,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.29316513220978324,74,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.2886904470661166,0.2886904470661166,0.2886904470661166,83,0.6371366919417532,0.5105775873024893,0.5954207336608688,0.45778185441624525,104,"approved, LINCS"
DB01142,Doxepin,doxepin,small molecule,approved,1,0,Doxepin|Doxepina|Doxepinum,ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|HRH2|HRH4|HTR1A|HTR2A|HTR2B|HTR2C|HTR6|KCNH2|SLC6A2|SLC6A4,19,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,1,BRD-K36616567,doxepin,26,13,CN(C)CCC=C1c2ccccc2COc3ccccc13,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,ADRA1A|SLC6A4,2,6.030191725072567,0.051629305389734835,0.4584929923779601,0.350379306422211,0.10526315789473684,0.10526315789473684,0.036882032254969575,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.2916145776184533,76,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.28822022433489525,0.28822022433489525,0.28822022433489525,86,0.6365077762884608,0.5078771351161919,0.6117744597600342,0.4575601416146642,105,"approved, LINCS"
DB00540,Nortriptyline,nortriptyline,small molecule,approved|investigational,1,1,"10,11-dihydro-N-methyl-5H-dibenzo[a,d]cycloheptene-Δ5,γ-propylamine|3-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine|Demethylamitriptyline|Desmethylamitriptyline|Nortriptylina|Nortriptyline|Nortriptylinum",ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRB1|CHRM1|DRD2|HRH1|HTR1A|HTR2A|HTR2C|PGRMC1|SLC6A2|SLC6A4,14,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,1,BRD-K91263825,nortriptyline,22,13,CNCCC=C1c2ccccc2CCc2ccccc12,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,ADRA1A|SLC6A4,2,6.030191725072567,0.051629305389734835,0.4361872823481104,0.350379306422211,0.14285714285714285,0.14285714285714285,0.05005418663174442,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.2909031519893308,79,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.28715708427416564,0.28715708427416564,0.28715708427416564,89,0.6350858428483261,0.5066381133453403,0.6073133177540643,0.45648881603797126,106,"approved, LINCS"
DB01069,Promethazine,promethazine,small molecule,approved|investigational,1,1,"(2-dimethylamino-2-methyl)ethyl-N-dibenzoparathiazine|10-(2-Dimethylaminopropyl)phenothiazine|10-[2-(dimethylamino)propyl]phenothiazine|N-(2'-dimethylamino-2'-methyl)ethylphenothiazine|N,N,alpha-trimethyl-10H-phenothiazine-10-ethanamine|N,N,α-trimethyl-10H-phenothiazine-10-ethanamine|Proazamine|Prometazina|Promethazine|Promethazinum",ADRA1A|CALM1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|GRIN1|HRH1|HRH2|KCND1|LPAR4|SCN1A,14,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,1,BRD-A46335897,promethazine,59,51,CC(CN1c2ccccc2Sc2ccccc12)N(C)C,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,ADRA1A,1,4.024154714988533,0.03445401443072427,0.5695756090123103,0.22106472945750374,0.07142857142857142,0.07142857142857142,0.015790337818393122,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.2803676219418318,110,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.27849878732319433,0.27849878732319433,0.27849878732319433,114,0.623505504166748,0.48828939133990185,0.6081280676939628,0.4563861915086696,107,"approved, LINCS"
DB00795,Sulfasalazine,sulfasalazine,small molecule,approved|investigational,1,1,2-Hydroxy-5-((4-((2-pyridinylamino)sulfonyl)phenyl)azo)benzoic acid|2-Hydroxy-5-[4-(pyridin-2-ylsulfamoyl)-phenylazo]-benzoic acid|4-(Pyridyl-2-amidosulfonyl)-3'-carboxy-4'-hydroxyazobenzene|5-((p-(2-Pyridylsulfamoyl)phenyl)azo)salicylic acid|5-(4-(2-Pyridylsulfamoyl)phenylazo)-2-hydroxybenzoic acid|5-(p-(2-Pyridylsulfamyl)phenylazo)salicylic acid|Azopyrin|Salazosulfapiridina|Salazosulfapyridine|Salazosulfapyridinum|Salicylazosulfapyridine|Sulfasalazin|Sulfasalazina|Sulfasalazine|Sulfasalazinum|Sulphasalazine|柳氮磺吡啶,ABCG2|ACAT1|ALOX5|CHUK|IKBKB|NFKB1|NFKB2|PLA2G1B|PPARG|PTGS1|PTGS2|REL|RELA|RELB|SLC7A11,15,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,1,BRD-K10670311,sulfasalazine,15,7,OC(=O)c1cc(ccc1O)\N=N\c1ccc(cc1)S(=O)(=O)Nc1ccccn1,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,PLA2G1B|PTGS2,2,14.067394057901055,0.12044223748862223,0.3857024942603553,0.350379306422211,0.13333333333333333,0.13333333333333333,0.0467172408562948,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.2998662776457995,55,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.2914945136058187,0.2914945136058187,0.2914945136058187,74,0.6408870877065679,0.5222483294644047,0.5972163601365132,0.4563823365299879,108,"approved, LINCS"
DB01156,Bupropion,bupropion,small molecule,approved|investigational,1,1,Amfebutamone|Bupropion,CHRNA3|HTR3A|SLC6A2|SLC6A3|SLC6A4,5,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,1,BRD-A05186015,bupropion,48,13,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,SLC6A4,1,2.006037010084034,0.017175290959010565,0.5414018978558516,0.22106472945750374,0.2,0.2,0.04421294589150075,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.2775064060150561,119,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.2765039252147833,0.2765039252147833,0.2765039252147833,117,0.6208374068527773,0.48330628603800935,0.6024933254626711,0.4557683516180231,109,"approved, LINCS"
DB00176,Fluvoxamine,fluvoxamine,small molecule,approved|investigational,1,1,Fluvoxamina|Fluvoxamine|Fluvoxaminum,KCNH2|SLC6A4,2,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,1,BRD-K72676686,fluvoxamine,23,13,COCCCCC(=NOCCN)c1ccc(cc1)C(F)(F)F,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,SLC6A4,1,2.006037010084034,0.017175290959010565,0.4421078681545865,0.22106472945750374,0.5,0.5,0.11053236472875187,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.27587618532731656,129,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.27551989005212835,0.27551989005212835,0.27551989005212835,122,0.6195212749942082,0.4804670870540011,0.5826345195224181,0.45469256893325494,110,"approved, LINCS"
DB09167,Dosulepin,dosulepin,small molecule,approved|investigational,1,1,"(3E)-3-dibenzo[b,e]thiepin-11(6H)-ylidene-N,N-dimethylpropan-1-amine|11-(3-Dimethylaminopropylidene)-6,11-dihydrodibenzo(b,e)thiepin|Dosulepin|Dosulepina|Dosulépine|Dosulepinum|Dothiepin|trans-dothiepin",ADRA1A|ADRA2A|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|HTR1A|HTR2A|SLC6A2|SLC6A4,12,CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12,1,BRD-K54759182,dosulepin,19,13,CN(C)CC\C=C1/c2ccccc2CSc2ccccc12,CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12,ADRA1A|SLC6A4,2,6.030191725072567,0.051629305389734835,0.4167446115529903,0.350379306422211,0.16666666666666666,0.16666666666666666,0.058396551070368494,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.2896552242577876,85,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.28588617953312556,0.28588617953312556,0.28588617953312556,91,0.6333860273515134,0.5044647173295984,0.6034247835950403,0.45468129822237935,111,"approved, LINCS"
DB12267,Brigatinib,brigatinib,small molecule,approved|investigational,1,1,Brigatinib,ABL1|ALK|EGFR|ERBB2|ERBB4|FLT3|IGF1R|INSR|MET,9,COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1,0,,,0,0,,COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1,ERBB4|MET,2,12.502361248057944,0.10704273701363984,0.0,0.350379306422211,0.2222222222222222,0.2222222222222222,0.07786206809382466,1.0,1.0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.29488999383550657,71,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.29154586599628846,0.29154586599628846,0.29154586599628846,73,0.6409557707370895,0.5135816133292347,0.5700758612844422,0.4541112745080898,112,"approved, fibrosis_targets=1"
DB00790,Perindopril,perindopril,small molecule,approved|investigational,1,1,"(2S,3aS,7aS)-1-[(2S)-2-{[(2S)-1-ethoxy-1-oxopentan-2-yl]amino}propanoyl]octahydro-1H-indole-2-carboxylic acid|Perindopril|Perindoprilum",ACE|SFRP4,2,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,1,BRD-K92731339,perindopril,23,13,CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,SFRP4,1,1.4213630268907584,0.01216942829195663,0.4421078681545865,0.22106472945750374,0.5,0.5,0.11053236472875187,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.2746247196605531,135,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.2746056981013746,0.2746056981013746,0.2746056981013746,131,0.6182985573547405,0.47828752935588176,0.5826345195224181,0.453767570337844,113,"approved, LINCS"
DB00163,Vitamin E,vitamin e,small molecule,approved|investigational|nutraceutical|vet_approved,1,1,"(+)-α-tocopherol|(2R,4'R,8'R)-α-tocopherol|(R,R,R)-α-tocopherol|5,7,8-trimethyltocol|alpha-tocopherol|d-α-tocopherol",ALOX5|DGKA|NR1I2|PPP2CA|PPP2CB|PRKCA|PRKCB|SEC14L2|SEC14L3|SEC14L4,10,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,1,BRD-A82892199,alpha-tocopherol,54,4,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,PRKCB,1,2.7211421174369663,0.023297879038552818,0.5574712154306987,0.22106472945750374,0.1,0.1,0.022106472945750376,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.27702615608201864,120,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.27560985474984145,0.27560985474984145,0.27560985474984145,121,0.6196416013903577,0.4824698808002371,0.6057071889776404,0.4534137092011229,114,"approved, LINCS"
DB00482,Celecoxib,celecoxib,small molecule,approved|investigational,1,1,Celecoxib|Célécoxib|Celecoxibum|p-(5-p-Tolyl-3-(trifluoromethyl)pyrazol-1-yl)benzenesulfonamide,CA2|CA3|CDH11|NEU1|PDPK1|PTGS2|STAT3,7,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,1,BRD-K02637541,celecoxib,46,15,Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,PTGS2,1,3.9439285358482863,0.03376713379874345,0.5356046936707068,0.22106472945750374,0.14285714285714285,0.14285714285714285,0.031580675636786244,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.2782583320462747,117,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.276110160709493,0.276110160709493,0.276110160709493,119,0.6203107528978637,0.48461584347396935,0.6013338846256421,0.453345040566528,115,"approved, LINCS"
DB00852,Pseudoephedrine,pseudoephedrine,small molecule,approved|investigational,1,1,"(+) threo-2-(methylamino)-1-phenyl-1-propanol|(+)-(1S,2S)-Pseudoephedrine|(+)-Pseudoephedrine|(+)-psi-Ephedrine|(+)-threo-Ephedrine|d-Isoephedrine|d-Pseudoephedrine|d-psi-2-Methylamino-1-phenyl-1-propanol|d-psi-Ephedrine|Isoephedrine|L-(+)-Pseudoephedrine|L(+)-psi-Ephedrine|Pseudoefedrina|pseudoéphédrine|Pseudoephedrine|Pseudoephedrine D-form|Pseudoephedrine polistirex|Pseudoephedrinum|Psi-ephedrin|Psi-ephedrine",ADRA1A|ADRA2A|ADRB1|ADRB2|ATF1|DRD2|IL2|NFATC1|NFKB1|SLC6A2|SLC6A3|SLC6A4|TNF,13,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,1,BRD-K84175871,pseudoephedrine,19,13,CN[C@@H](C)[C@@H](O)c1ccccc1,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,ADRA1A|SLC6A4,2,6.030191725072567,0.051629305389734835,0.4167446115529903,0.350379306422211,0.15384615384615385,0.15384615384615385,0.053904508680340156,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.28875681577978196,90,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.2849969152041837,0.2849969152041837,0.2849969152041837,93,0.6321966500218945,0.5029000454681986,0.6034247835950403,0.4532188065597476,116,"approved, LINCS"
DB19675,Tozasertib,tozasertib,small molecule,investigational,0,1,Tozasertib,AURKA|AURKB|LCK,3,CN1CCN(CC1)C1=CC(NC2=NNC(C)=C2)=NC(SC2=CC=C(NC(=O)C3CC3)C=C2)=N1,1,BRD-K59369769,tozasertib,220,18,CN1CCN(CC1)c1cc(Nc2cc(C)[nH]n2)nc(Sc2ccc(NC(=O)C3CC3)cc2)n1,CN1CCN(CC1)C1=CC(NC2=NNC(C)=C2)=NC(SC2=CC=C(NC(=O)C3CC3)C=C2)=N1,AURKA|LCK,2,6.167783894673802,0.05280734225281531,0.75095336055347,0.350379306422211,0.6666666666666666,0.6666666666666666,0.23358620428147397,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.27511897646585076,133,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.2732863681840153,0.2732863681840153,0.2732863681840153,136,0.6165339739312019,0.47914832901938387,0.2202665333951362,0.4525765220739257,117,"investigational, LINCS"
DB09205,Moxisylyte,moxisylyte,small molecule,approved,1,0,(2-(4-ACETOXY-2-ISOPROPYL-5-METHYLPHENOXY)ETHYL)DIMETHYLAMINE|6-ACETOXYTHYMOL 2-(DIMETHYLAMINO)ETHYL ETHER|Moxisylyte|Thymoxamine,ADRA1A|ADRA1D,2,CC(C)C1=C(OCCN(C)C)C=C(C)C(OC(C)=O)=C1,1,BRD-K81144366,moxisylyte,19,4,CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C,CC(C)C1=C(OCCN(C)C)C=C(C)C(OC(C)=O)=C1,ADRA1A,1,4.024154714988533,0.03445401443072427,0.4167446115529903,0.22106472945750374,0.5,0.5,0.11053236472875187,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.27639137770500555,124,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.27505199606311054,0.27505199606311054,0.27505199606311054,124,0.6188954739977093,0.48136434819557794,0.5775618682020988,0.4520853751028111,118,"approved, LINCS"
DB01253,Ergometrine,ergometrine,small molecule,approved|investigational,1,1,"(6aR,9R)-7-Methyl-4,6,6a,7,8,9-hexahydro-indolo[4,3-fg]quinoline-9-carboxylic acid ((S)-2-hydroxy-1-methyl-ethyl)-amide|[8β(S)]-9,10-didehydro-N-(2-hydroxy-1-methylethyl)-6-methylergoline-8-carboxamide|9,10-didehydro-N-(2-hydroxy-1-methylethyl)-6-methylergoline-8β(S)-carboxamide|9,10-didehydro-N-(α-(hydroxymethyl)ethyl)-6-methylergoline-8-β-carboxamide|D-lysergic acid 1-hydroxymethylethylamide|D-lysergic acid-L-propanolamide|Ergobasine|Ergometrina|Ergométrine|Ergometrine|Ergometrinum|Ergonovine|Ergotocine|Margonovine|N-(2-Hydroxy-1-methylethyl)-D-(+)-lysergamide|N-(α-(hydroxymethyl)ethyl)-D-lysergamide",ADRA1A|DRD2,2,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO,1,BRD-A73581086,ergometrine,19,13,CC(CO)NC(=O)C1CN(C)C2Cc3c[nH]c4cccc(C2=C1)c34,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO,ADRA1A,1,4.024154714988533,0.03445401443072427,0.4167446115529903,0.22106472945750374,0.5,0.5,0.11053236472875187,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.27639137770500555,123,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal,0.2748742429940382,0.2748742429940382,0.2748742429940382,128,0.6186577320083545,0.48136434819557794,0.5775618682020988,0.4519902783070692,119,"approved, LINCS"
