drugbank_id,drug_name,normalized_name,drug_type,groups,is_approved,is_investigational,synonyms,target_genes,target_gene_count,drugbank_smiles,has_lincs_match,lincs_pert_id,lincs_pert_iname,lincs_signature_count,lincs_cell_count,lincs_canonical_smiles,canonical_smiles,target_overlap_genes,target_overlap_count,target_overlap_weight,target_overlap_norm,lincs_support_norm,approval_bonus,smiles_bonus,pseudo_label_score,pseudo_label_rank,disease_gene_panel_size,disease_gene_panel_top10,label_source,study_objective
DB01056,Tocainide,tocainide,small molecule,approved|withdrawn,1,0,"2-Amino-2',6'-propionoxylidide|2-amino-N-(2,6-dimethylphenyl)propanamide|2-Amino-N-(2,6-dimethylphenyl)propionamid|Alanyl-2,6-xylidide|Tocainida|Tocainide|Tocainidum",SCN5A,1,CC(N)C(=O)NC1=C(C)C=CC=C1C,1,BRD-A92670106,tocainide,30,8,CC(N)C(=O)Nc1c(C)cccc1C,CC(N)C(=O)NC1=C(C)C=CC=C1C,,0,0.0,0.0,0.022675736961451247,1.0,1.0,0.20453514739229023,609,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB01219,Dantrolene,dantrolene,small molecule,approved|investigational,1,1,1-((5-(p-nitrophenyl)furfurylidene)amino)hydantoin|Dantrolene|Dantroleno|Dantrolenum,RYR1,1,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,1,BRD-K81272440,dantrolene,30,13,[O-][N+](=O)c1ccc(cc1)-c1ccc(\C=N\N2CC(=O)NC2=O)o1,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,,0,0.0,0.0,0.022675736961451247,1.0,1.0,0.20453514739229023,610,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB00809,Tropicamide,tropicamide,small molecule,approved|investigational,1,1,Tropicamid|Tropicamida|Tropicamide|Tropicamidum,CHRM1|CHRM2|CHRM3|CHRM4,4,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1,1,BRD-A79672927,tropicamide,29,8,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1,,0,0.0,0.0,0.021919879062736205,1.0,1.0,0.20438397581254725,611,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB00903,Etacrynic acid,etacrynic acid,small molecule,approved|investigational,1,1,"(2,3-Dichloro-4-(2-methylene-1-oxobutyl)phenoxy)acetic acid|Acide étacrynique|ácido etacrínico|Acidum etacrynicum|Etacrinic acid|Etacrynic acid|Ethacrynate|Ethacrynic acid|Methylenebutyrylphenoxyacetic acid",ATP1A1|GSTP1|LEF1|SLC12A1,4,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,1,BRD-K63630713,etacrynic-acid,29,8,CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,,0,0.0,0.0,0.021919879062736205,1.0,1.0,0.20438397581254725,612,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB01138,Sulfinpyrazone,sulfinpyrazone,small molecule,approved,1,0,"1,2-Diphenyl-3,5-dioxo-4-(2-phenylsulfinylethyl)pyrazolidine|1,2-Diphenyl-4-(2'-phenylsulfinethyl)-3,5-pyrazolidinedione|4-(2-Benzenesulfinylethyl)-1,2-diphenylpyrazolidine-3,5-dione|Sulfinpyrazone|Sulfoxyphenylpyrazolidine|Sulphinpyrazone",ABCC1|ABCC2|NR1I2|SLC22A12,4,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1,1,BRD-A36217750,sulfinpyrazone,29,8,O=C1C(CCS(=O)c2ccccc2)C(=O)N(N1c1ccccc1)c1ccccc1,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1,,0,0.0,0.0,0.021919879062736205,1.0,1.0,0.20438397581254725,613,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB01262,Decitabine,decitabine,small molecule,approved|investigational,1,1,4-amino-1-(2-deoxy-β-D-erythro-pentofuranosyl)-s-triazin-2(1H)-one|5-aza-2'-deoxycytidine|5-azadeoxycytidine|DAC|Decitabina|Decitabine,DNMT1|DNMT3A|DNMT3B|HDAC1,4,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,1,BRD-K79254416,decitabine,29,14,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,,0,0.0,0.0,0.021919879062736205,1.0,1.0,0.20438397581254725,614,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB00808,Indapamide,indapamide,small molecule,approved|investigational,1,1,Indapamid|Indapamida|Indapamide|Indapamidum|Metindamide,KCNQ1|SLC12A3,2,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,1,BRD-A95869247,indapamide,29,8,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,,0,0.0,0.0,0.021919879062736205,1.0,1.0,0.20438397581254725,615,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB01095,Fluvastatin,fluvastatin,small molecule,approved|investigational,1,1,Fluvastatin|fluvastatina|fluvastatine|fluvastatinum,HDAC2|HMGCR,2,CC(C)N1C(\C=C\C(O)CC(O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1,1,BRD-K66296774,fluvastatin,29,15,CC(C)n1c(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)c(-c2ccc(F)cc2)c2ccccc12,CC(C)N1C(\C=C\C(O)CC(O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1,,0,0.0,0.0,0.021919879062736205,1.0,1.0,0.20438397581254725,616,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB00531,Cyclophosphamide,cyclophosphamide,small molecule,approved|investigational,1,1,"(+-)-Cyclophosphamide|(±)-2-(BIS(2-CHLOROETHYL)AMINO)TETRAHYDRO-2H-1,3,2-OXAZAPHOSPHORINE 2-OXIDE MONOHYDRATE|(RS)-Cyclophosphamide|2-[Bis(2-chloroethylamino)]-tetrahydro-2H-1,3,2-oxazaphosphorine-2-oxide|Anhydrous cyclophosphamide|Bis(2-chloroethyl)phosphoramide cyclic propanolamide ester|Ciclofosfamida|Ciclofosfamide|Cyclophosphamid|Cyclophosphamide|Cyclophosphamide anhydrous|Cyclophosphamidum|Cyclophosphanum|Cytophosphane|N,N-Bis(2-chloroethyl)tetrahydro-2H-1,3,2-oxazaphosphorin-2-amine 2-oxide",NR1I2,1,ClCCN(CCCl)P1(=O)NCCCO1,1,BRD-A09722536,cyclophosphamide,29,8,ClCCN(CCCl)P1(=O)NCCCO1,ClCCN(CCCl)P1(=O)NCCCO1,,0,0.0,0.0,0.021919879062736205,1.0,1.0,0.20438397581254725,617,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB01393,Bezafibrate,bezafibrate,small molecule,approved|investigational,1,1,2-(p-(2-(p-Chlorobenzamido)ethyl)phenoxy)-2-methylpropionic acid|Bezafibrate|Bezafibrato|Bezafibratum,NR1I2|PPARA|PPARD|PPARG|RXRA|RXRB|RXRG,7,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,1,BRD-K46018455,bezafibrate,28,15,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(O)=O,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,,0,0.0,0.0,0.021164021164021163,1.0,1.0,0.2042328042328042,618,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB00986,Glycopyrronium,glycopyrronium,small molecule,approved|investigational|vet_approved,1,1,Glicopirronio|Glycopyrrolate|Glycopyrrolate cation|Glycopyrrolate ion|Glycopyrronium|Glycopyrronium cation|Glycopyrronium ion,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,5,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,1,BRD-A81233518,glycopyrrolate,28,9,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)c1ccccc1,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,,0,0.0,0.0,0.021164021164021163,1.0,1.0,0.2042328042328042,619,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB00709,Lamivudine,lamivudine,small molecule,approved|investigational,1,1,"(-)-1-((2R,5S)-2-(Hydroxymethyl)-1,3-oxathiolan-5-yl)cytosine|(-)-2'-Deoxy-3'-thiacytidine|2',3'-Dideoxy-3'-thiacytidine|3'-Thia-2',3'-dideoxycytidine|3TC|beta-L-2',3'-Dideoxy-3'-thiacytidine|beta-L-3'-Thia-2',3'-dideoxycytidine|Lamivudin|Lamivudina|Lamivudine|Lamivudinum",GAG-POL|P|POL,3,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,1,BRD-K02992638,lamivudine,28,9,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,,0,0.0,0.0,0.021164021164021163,1.0,1.0,0.2042328042328042,620,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB00445,Epirubicin,epirubicin,small molecule,approved|investigational,1,1,"(1S,3S)-3-GLYCOLOYL-1,2,3,4,6,11-HEXAHYDRO-3,5,12-TRIHYDROXY-10-METHOXY-6,11-DIOXO-1-NAPHTHACENYL 3-AMINO-2,3,6-TRIDEOXY-.ALPHA.-L-ARABINO-HEXOPYRANOSIDE|4'-EPI-ADRIAMYCIN|4'-Epiadriamycin|5,12-NAPHTHACENEDIONE, 10-((3-AMINO-2,3,6-TRIDEOXY-.ALPHA.-L-ARABINO-HEXOPYRANOSYL)OXY)-7,8,9,10-TETRAHYDRO-6,8,11-TRIHYDROXY-8-(HYDROXYACETYL)-1-METHOXY-, (8S-CIS)-|Epiadriamycin|Epidoxorubicin|Epirubicin|epirubicin-conjugated polymer micelles|Epirubicina|Epirubicine|Epirubicinum|Farmorubicin|Pidorubicina|Pidorubicine|Pidorubicinum",TOP2A|TOP2B,2,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,1,BRD-K04548931,epirubicin,28,12,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,,0,0.0,0.0,0.021164021164021163,1.0,1.0,0.2042328042328042,621,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB08604,Triclosan,triclosan,small molecule,approved,1,0,"2,4,4'-Trichloro-2'-hydroxydiphenyl ether|5-Chloro-2-(2,4-dichloro-phenoxy)-phenol|Triclosán|Triclosan|Triclosanum",AR|FABI|INHA|NOS3|NR1I2|NR1I3|PPARG|TPO,8,OC1=CC(Cl)=CC=C1OC1=C(Cl)C=C(Cl)C=C1,1,BRD-K41731458,triclosan,27,13,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,OC1=CC(Cl)=CC=C1OC1=C(Cl)C=C(Cl)C=C1,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,622,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB00570,Vinblastine,vinblastine,small molecule,approved|investigational,1,1,Vinblastin|Vinblastina|Vinblastine|Vinblastinum|Vincaleukoblastine,JUN|TUBA1A|TUBB|TUBB2A|TUBD1|TUBE1|TUBG1,7,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,1,BRD-A55594068,vinblastine,27,13,CC[C@]1(O)CC2CN(C1)CCc1c([nH]c3ccccc13)[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,623,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB00780,Phenelzine,phenelzine,small molecule,approved|investigational,1,1,Fenelzina|Phenelzin|Phénelzine|Phenelzine|Phenelzinum,ABAT|AOC3|GAD65|GPT|GPT2|MAOA|MAOB,7,NNCCC1=CC=CC=C1,1,BRD-K87024524,phenelzine,27,9,NNCCc1ccccc1,NNCCC1=CC=CC=C1,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,624,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB00648,Mitotane,mitotane,small molecule,approved|investigational,1,1,"1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethyl]-benzene|Mitotan|Mitotane|Mitotano|Mitotanum|o,p'-DDD",AR|CYP11B1|ESR1|FDX1|PGR,5,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,1,BRD-A31204924,mitotane,27,13,ClC(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,625,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB00636,Clofibrate,clofibrate,small molecule,approved|withdrawn,1,0,"2-(4-Chlorophenoxy)-2-methylpropanoic acid ethyl ester|2-(p-Chlorophenoxy)-2-methylpropionic acid ethyl ester|alpha-(p-Chlorophenoxy)isobutyric acid, ethyl ester|alpha-p-Chlorophenoxyisobutyryl ethyl ester|Clofibrate|Clofibrato|Clofibratum|EPIB|Ethyl 2-(p-chlorophenoxy)isobutyrate|Ethyl chlorophenoxyisobutyrate|Ethyl clofibrate|Liprin",LPL|PPARA,2,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,1,BRD-K45252063,clofibrate,27,13,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,626,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB00979,Cyclopentolate,cyclopentolate,small molecule,approved,1,0,(±)-cyclopentolate|1-hydroxy-α-phenylcyclopentaneacetic acid 2-(dimethylamino)ethyl ester|2-(dimethylamino)ethyl 1-hydroxy-α-phenylcyclopentaneacetate|2-(dimethylamino)ethyl 2-(1-hydroxycyclopentyl)-2-phenylacetate|2-phenyl-2-(1-hydroxycyclopentyl)ethanoic acid β-(dimethylamino)ethyl ester|Ciclopentolato|Cyclopentolate|Cyclopentolatum|α-(1-hydroxycyclopentyl)benzeneacetic acid 2-(dimethylamino)ethyl ester|β-(dimethylamino)ethyl (1-hydroxycyclopentyl)phenylacetate|β-dimethylaminoethyl (1-hydroxycyclopentyl)phenylacetate,CHRM1|CHRM5,2,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,1,BRD-A77291778,cyclopentolate,27,13,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,627,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB01087,Primaquine,primaquine,small molecule,approved|investigational,1,1,6-Methoxy-8-(4-amino-1-methylbutylamino)quinoline|8-((4-Amino-1-methylbutyl)amino)-6-methoxyquinoline|8-(4-Amino-1-methylbutylamino)-6-methoxyquinoline|Primachin|Primachina|Primachinum|Primaquin|Primaquina|Primaquine|Primaquinum,KRT7|NQO2,2,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,1,BRD-A55913614,primaquine,27,13,COc1cc(NC(C)CCCN)c2ncccc2c1,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,628,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB03783,Phenacetin,phenacetin,small molecule,approved|withdrawn,1,0,Acetophenetidin|Acetophenetidine|Acetophenetin|Acetphenetidin|Fenacetina|Phenacetin,IMPDH1|PTGS1,2,CCOC1=CC=C(NC(C)=O)C=C1,1,BRD-K38323065,phenacetin,27,13,CCOc1ccc(NC(C)=O)cc1,CCOC1=CC=C(NC(C)=O)C=C1,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,629,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09019,Bromhexine,bromhexine,small molecule,approved,1,0,"3,5-dibromo-N(alpha)-cyclohexyl-N(alpha)-methyltoluene-alpha-2-diamine|Bromexina|Bromhexina|Bromhexine|Bromhexinum|N-cyclohexyl-N-methyl-(2-amino-3,5-dibrombenzyl)amine",ACE2|TMPRSS2,2,CN(CC1=CC(Br)=CC(Br)=C1N)C1CCCCC1,1,BRD-K47631482,bromhexine,27,13,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,CN(CC1=CC(Br)=CC(Br)=C1N)C1CCCCC1,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,630,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB09020,Bisacodyl,bisacodyl,small molecule,approved|investigational,1,1,"Bisacodilo|Bisacodyl|Bisacodyle|Bisacodylum|Phenol, 4,4'-(2-pyridinylmethylene)bis-, diacetate (ester)",AQP3|ATP1A1,2,CC(=O)OC1=CC=C(C=C1)C(C1=CC=C(OC(C)=O)C=C1)C1=CC=CC=N1,1,BRD-K39987650,bisacodyl,27,13,CC(=O)Oc1ccc(cc1)C(c1ccc(OC(C)=O)cc1)c1ccccn1,CC(=O)OC1=CC=C(C=C1)C(C1=CC=C(OC(C)=O)C=C1)C1=CC=CC=N1,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,631,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB00372,Thiethylperazine,thiethylperazine,small molecule,approved|investigational|withdrawn,1,1,2-(ethylthio)-10-[3-(4-methylpiperazin-1-yl)propyl]-10H-phenothiazine|Norzine|Thiethylperazin|Thiéthylpérazine|Thiethylperazine|Thiethylperazinum|Tietilperazina,DRD2,1,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,1,BRD-K69600043,thiethylperazine,27,13,CCSc1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,632,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB00950,Fexofenadine,fexofenadine,small molecule,approved|investigational,1,1,"4-(1-Hydroxy-4-(4-(hydroxydiphenylmethyl)-1-piperidinyl)butyl)-alpha,alpha-dimethylbenzeneacetic acid|Carboxyterfenadine|Fexofenadina|Fexofenadine|Terfenadine acid metabolite|Terfenadine carboxylate|Terfenadine-COOH",HRH1,1,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,1,BRD-A73368467,fexofenadine,27,13,CC(C)(C(O)=O)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,633,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB01166,Cilostazol,cilostazol,small molecule,approved|investigational,1,1,"3,4-dihydro-6-(4-(1-cyclohexyl-1H-tetrazol-5-yl)butoxy)-2(1H)-quinolinone|6-(4-(1-cyclohexyl-1H-tetrazol-5-yl)butoxy)-3,4-dihydro-2(1H)-quinolinone|6-(4-(1-cyclohexyl-1H-tetrazol-5-yl)butoxy)-3,4-dihydrocarbostyril|6-[4-(1-Cyclohexyl-1H-tetrazol-5-yl)-butoxy]-3,4-dihydro-1H-quinolin-2-one|Cilostazol|Cilostazole|Cilostazolum",PDE3A,1,O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2,1,BRD-K67017579,cilostazol,27,13,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,634,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB01366,Procaterol,procaterol,small molecule,approved|withdrawn,1,0,Procaterol|Procaterolo|Procaterolum,ADRB2,1,CC[C@@H](NC(C)C)[C@@H](O)C1=CC=C(O)C2=C1C=CC(=O)N2,1,BRD-A22684332,procaterol,27,13,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,CC[C@@H](NC(C)C)[C@@H](O)C1=CC=C(O)C2=C1C=CC(=O)N2,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,635,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB11221,Dioxybenzone,dioxybenzone,small molecule,approved|withdrawn,1,0,"2,2'-Dihydroxy-4-methoxybenzophenone|Dioxybenzone",SHBG,1,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1O,1,BRD-K22193694,dioxybenzone,27,13,COc1ccc(C(=O)c2ccccc2O)c(O)c1,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1O,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,636,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB08946,Iopanoic acid,iopanoic acid,small molecule,approved|withdrawn,1,0,Acidum iopanoicum|Iodopanoic acid|Iopanoic acid,,0,CCC(CC1=C(I)C(N)=C(I)C=C1I)C(O)=O,1,BRD-A42628519,iopanoic-acid,27,13,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,CCC(CC1=C(I)C(N)=C(I)C=C1I)C(O)=O,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,637,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB08989,Etamivan,etamivan,small molecule,approved|withdrawn,1,0,etamiván|Etamivan|étamivan|Etamivanum|Ethamivan,,0,CCN(CC)C(=O)C1=CC(OC)=C(O)C=C1,1,BRD-K38055836,etamivan,27,13,CCN(CC)C(=O)c1ccc(O)c(OC)c1,CCN(CC)C(=O)C1=CC(OC)=C(O)C=C1,,0,0.0,0.0,0.02040816326530612,1.0,1.0,0.20408163265306123,638,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
DB01244,Bepridil,bepridil,small molecule,approved|investigational|withdrawn,1,1,"1-(2-(N-BENZYLANILINO)-1-(ISOBUTOXYMETHYL)ETHYL)-PYRROLIDINE|1-PYRROLIDENEETHANAMINE, .BETA.-((2-METHYLPROPOXY)METHYL)-N-PHENYL-N-(PHENYLMETHYL)-|Bepadin|Bepridil",ATP1A1|CACNA1A|CACNA1H|CACNA2D2|CALM1|KCNH2|KCNQ1|PDE1A|PDE1B|TNNC1,10,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,1,BRD-A91008255,bepridil,26,13,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,,0,0.0,0.0,0.019652305366591082,1.0,1.0,0.2039304610733182,639,1085,SPP1|PPBP|MMP7|COL3A1|TNC|IGHG1|BPIFB1|MMP1|SFRP2|IGHG2,pseudo_label,disease_signature_reversal
